# source=last_training_epoch
boundary_label,x,y,phi_pred,phi_target,abs_error
G4,0.11596198,1.00000000,8.84038031e-01,8.84038031e-01,0.00000000e+00
G4,0.62146151,1.00000000,3.78538489e-01,3.78538489e-01,0.00000000e+00
G4,0.15863542,1.00000000,8.41364563e-01,8.41364563e-01,0.00000000e+00
G4,0.41353795,1.00000000,5.86462021e-01,5.86462021e-01,0.00000000e+00
G4,0.28609481,1.00000000,7.13905215e-01,7.13905215e-01,0.00000000e+00
G4,0.89706373,1.00000000,1.02936268e-01,1.02936268e-01,0.00000000e+00
G4,0.06767578,1.00000000,9.32324231e-01,9.32324231e-01,0.00000000e+00
G4,0.47017530,1.00000000,5.29824734e-01,5.29824734e-01,0.00000000e+00
G4,0.40216815,1.00000000,5.97831845e-01,5.97831845e-01,0.00000000e+00
G4,0.24577062,1.00000000,7.54229367e-01,7.54229367e-01,0.00000000e+00
G4,0.58360976,1.00000000,4.16390240e-01,4.16390240e-01,0.00000000e+00
G4,0.28430241,1.00000000,7.15697587e-01,7.15697587e-01,0.00000000e+00
G4,0.32392693,1.00000000,6.76073074e-01,6.76073074e-01,0.00000000e+00
G4,0.63277191,1.00000000,3.67228091e-01,3.67228091e-01,0.00000000e+00
G4,0.92962968,1.00000000,7.03703165e-02,7.03703165e-02,0.00000000e+00
G4,0.96343762,1.00000000,3.65623832e-02,3.65623832e-02,0.00000000e+00
G4,0.23057300,1.00000000,7.69427001e-01,7.69427001e-01,0.00000000e+00
G4,0.31717983,1.00000000,6.82820201e-01,6.82820201e-01,0.00000000e+00
G4,0.07431731,1.00000000,9.25682664e-01,9.25682664e-01,0.00000000e+00
G4,0.93823206,1.00000000,6.17679358e-02,6.17679358e-02,0.00000000e+00
G4,0.68965399,1.00000000,3.10346007e-01,3.10346007e-01,0.00000000e+00
G4,0.84026802,1.00000000,1.59731984e-01,1.59731984e-01,0.00000000e+00
G4,0.77616417,1.00000000,2.23835826e-01,2.23835826e-01,0.00000000e+00
G4,0.33787808,1.00000000,6.62121892e-01,6.62121892e-01,0.00000000e+00
G4,0.53976220,1.00000000,4.60237801e-01,4.60237801e-01,0.00000000e+00
G4,0.67117900,1.00000000,3.28821003e-01,3.28821003e-01,0.00000000e+00
G4,0.18652651,1.00000000,8.13473463e-01,8.13473463e-01,0.00000000e+00
G4,0.04715363,1.00000000,9.52846348e-01,9.52846348e-01,0.00000000e+00
G4,0.43827939,1.00000000,5.61720610e-01,5.61720610e-01,0.00000000e+00
G4,0.72558922,1.00000000,2.74410784e-01,2.74410784e-01,0.00000000e+00
G4,0.23886752,1.00000000,7.61132479e-01,7.61132479e-01,0.00000000e+00
G4,0.50774640,1.00000000,4.92253602e-01,4.92253602e-01,0.00000000e+00
G4,0.24937014,1.00000000,7.50629842e-01,7.50629842e-01,0.00000000e+00
G4,0.54809934,1.00000000,4.51900661e-01,4.51900661e-01,0.00000000e+00
G4,0.06378787,1.00000000,9.36212122e-01,9.36212122e-01,0.00000000e+00
